mode,f_obs,f_unc,f_prem,q_obs,q_unc,q_prem,Q_obs,Q_unc,Q_prem,k_obs,k_unc,k_prem,ref
18S2,6537,2,6545.69,1.79,0.3,1.876,558.6592179,93.63003652,533.0490405,3.68E-05,6.16E-06,3.86E-05,ss
2S32,6541.09,1.5,6542.03,,,5.643,,,177.2107035,,,0.000115977,W
13S8,6552,3.5,6553.59,,,3.591,,,278.4739627,,,7.39E-05,0
7S0,6584.8,0.7,6580.71,1.12,0.13,0.135,892.8571429,103.6352041,7407.407407,2.32E-05,2.69E-06,2.79E-06,0
1S39,6594.33,3.4,6601.16,,,6.679,,,149.7230124,,,0.00013851,W
5T17,6596,7,6609.94,,,4.583,,,218.1976871,,,9.52E-05,0
4T21,6600,6,6608.12,,,4.307,,,232.1801718,,,8.94E-05,50
2T30,6609,3.5,6619.02,,,4.728,,,211.5059222,,,9.83E-05,WT
7S17,6610.15,3.8,6614.22,,,4.11,,,243.3090024,,,8.54E-05,W
0S61,6619,3,6614,,,7.547,,,132.5029813,,,0.000156815,S         6 S22   7050.31 ± 1.70 7048.18                3.324 W
3T25,6622.5,3.5,6629.35,,,4.536,,,220.4585538,,,9.45E-05,WT
0T55,6628.5,3,6625.98,,,7.617,,,131.2852829,,,0.000158556,T         2 T33   7064.00 ± 4.00 7070.65                4.811 50
5S23,6635.43,1.8,6641.17,,,3.72,,,268.8172043,,,7.76E-05,W
6S20,6653.89,1.4,6654.48,,,3.202,,,312.3048095,,,6.69E-05,W
1T39,6655,4,6653.89,,,6.464,,,154.7029703,,,0.000135122,WT
10S12,6687,3,6687.11,,,3.104,,,322.1649485,,,6.52E-05,W
2S33,6697.19,1.4,6699.04,,,5.698,,,175.5001755,,,0.000119918,W
4S28,6702.65,1.9,6709.77,,,3.9,,,256.4102564,,,8.22E-05,W
11S10,6706.02,1.3,6712.42,,,2.345,,,426.4392324,,,4.95E-05,W
0S62,6711,3,6705.78,8.23,0.25,7.592,121.5066829,3.690968495,131.7175975,0.000173515,5.27E-06,0.000159939,"S,H"
1S40,6728.29,3.9,6731.31,,,6.734,,,148.5001485,,,0.000142404,W
0T56,6738.8,3,6735.79,,,7.613,,,131.3542624,,,0.0001611,T        13 S10                  7155.54                11.652 I
5T18,6759,5,6757.93,,,4.509,,,221.7786649,,,9.57E-05,0
7S18,6762.7,6,6766.28,,,4.15,,,240.9638554,,,8.82E-05,WT
2T31,6764,4.5,6770.36,,,4.756,,,210.2607233,,,0.000101159,50
9S14,6766.5,1.5,6768.24,,,2.063,,,484.7309743,,,4.39E-05,W
14S7,6773,2.5,6772.89,,,3.026,,,330.4692664,,,6.44E-05,0
1T40,6773.5,4,6774.29,,,6.524,,,153.2801962,,,0.000138844,WT
4T22,6787,5,6795.04,,,4.306,,,232.234092,,,9.19E-05,50
3T26,6792,5,6793.54,,,4.548,,,219.876869,,,9.71E-05,50
5S24,6800.78,2.4,6804.39,,,3.761,,,265.8867323,,,8.04E-05,W
0S63,6803,5,6797.64,8.04,0.2,7.635,124.3781095,3.093982822,130.9757695,0.000171833,4.28E-06,0.000163049,"S,O"
16S5,6830,0.5,6836.41,1.85,0.1,1.72,540.5405405,29.2184076,581.3953488,3.97E-05,2.15E-06,3.69E-05,WT
0T57,6849,3,6845.61,,,7.609,,,131.4233145,,,0.00016364,T         1 T44   7248.50 ± 3.00 7249.42                6.730 50
2S34,6852.39,1.5,6855.21,,,5.75,,,173.9130435,,,0.000123834,W
6S21,6855.2,1.8,6855.03,,,3.246,,,308.0714726,,,6.99E-05,W
12S10,6860,5,6861.33,,,3.022,,,330.9066843,,,6.51E-05,WT
10S13,6863.79,2.9,6874.43,,,3.601,,,277.7006387,,,7.78E-05,W
4S29,6872.95,1.3,6877.18,,,3.917,,,255.2974215,,,8.46E-05,W
18S3,6886.5,0.8,6891.93,1.23,0.08,1.174,813.0081301,52.87857757,851.7887564,2.66E-05,1.73E-06,2.54E-05,WT
1T41,6893,5,6894,,,6.58,,,151.9756839,,,0.000142511,50
0S64,6896,5,6889.58,,,7.678,,,130.2422506,,,0.000166185,S
5T19,6901,5,6914.69,,,4.433,,,225.5808707,,,9.63E-05,0
2T32,6911,4.5,6920.9,,,4.784,,,209.0301003,,,0.000104017,WT
11S11,6915,9,6922.23,,,3.088,,,323.8341969,,,6.72E-05,WT
3T27,6949.5,5,6956.93,,,4.557,,,219.4426158,,,9.96E-05,50
20S1,6954.5,1.5,6954.04,1.45,0.25,1.141,689.6551724,118.9060642,876.4241893,3.17E-05,5.46E-06,2.49E-05,WT
0T58,6959.2,3,6955.42,8.5,0.3,7.604,117.6470588,4.152249135,131.5097317,0.000185835,6.56E-06,0.000166156,"T,G"
5S25,6965.94,2,6967.92,,,3.803,,,262.9503024,,,8.32E-05,W
4T23,6978,7,6980.21,,,4.309,,,232.0724066,,,9.45E-05,50
0S65,6989,5,6981.61,8.15,0.25,7.72,122.6993865,3.763784862,129.5336788,0.000178946,5.49E-06,0.000169326,"S,G"
2S35,7011.91,2.3,7010.52,,,5.8,,,172.4137931,,,0.00012774,W
1T42,7013.5,3.5,7013.05,,,6.633,,,150.7613448,,,0.000146139,WT
9S15,7026.49,1.2,7029.82,,,2.325,,,430.1075269,,,5.13E-05,WT
10S14,7031,4,7038.76,,,3.859,,,259.1344908,,,8.53E-05,WT
4S30,7038.11,1.3,7043.91,,,3.938,,,253.9360081,,,8.71E-05,W
14S8,7039,1.5,7047.89,,,2.07,,,483.0917874,,,4.58E-05,WT
0T59,7069.3,3,7065.24,,,7.599,,,131.5962627,,,0.000168668,0
5T20,7074,5,7080.11,,,4.356,,,229.5684114,,,9.69E-05,0
7S20,7077.02,3.6,7081.96,,,4.182,,,239.1200383,,,9.30E-05,W
0S66,7081,5,7073.71,,,7.76,,,128.8659794,,,0.000172448,S
3T28,7110,5,7119.64,,,4.562,,,219.2021043,,,0.000102038,50
1T43,7131,5,7131.51,,,6.683,,,149.6333982,,,0.000149728,50
5S26,7132.66,1.8,7131.42,,,3.846,,,260.0104004,,,8.62E-05,W
12S11,7135.66,0.9,7138.82,,,1.956,,,511.2474438,,,4.39E-05,W
11S12,7144,5,7149.61,,,2.725,,,366.9724771,,,6.12E-05,WT
16S6,7149.3,0.4,7153.68,1.75,0.15,1.352,571.4285714,48.97959184,739.6449704,3.93E-05,3.37E-06,3.04E-05,WT
4T24,7156,8,7163.04,,,4.313,,,231.857176,,,9.71E-05,50
2S36,7164.41,2.5,7164.96,,,5.847,,,171.0278775,,,0.000131612,W
0S67,7175,6,7165.89,,,7.799,,,128.2215669,,,0.000175573,S
0T60,7179.2,3,7175.06,,,7.594,,,131.6829076,,,0.000171177,T
10S15,7196,3,7209.25,,,3.746,,,266.9514148,,,8.48E-05,W
4S31,7204.41,2.2,7209.87,,,3.963,,,252.3340903,,,8.98E-05,W
2T34,7213,4,7219.63,,,4.838,,,206.6969822,,,0.000109731,50
9S16,7232.73,2.6,7239.58,,,3.133,,,319.1828918,,,7.13E-05,W
6S23,7234.75,1.5,7233.92,,,3.425,,,291.9708029,,,7.78E-05,W
18S4,7238.3,0.3,7241,1.09,0.05,1.06,917.4311927,42.08399966,943.3962264,2.48E-05,1.14E-06,2.41E-05,WT
7S21,7248.37,2.9,7247.61,,,4.166,,,240.0384061,,,9.49E-05,W
0S68,7268,6,7258.14,,,7.838,,,127.5835672,,,0.000178723,S
3T29,7271,4.5,7281.77,,,4.565,,,219.0580504,,,0.000104431,50
0T62,7290,3,7394.7,,,7.582,,,131.8913216,,,0.000176138,T          1 T48   7715.50 ± 5.50 7716.44                6.886    50
0T61,7290,3,7284.88,,,7.588,,,131.7870322,,,0.00017366,T
5S27,7291.93,2.3,7294.59,,,3.892,,,256.9373073,,,8.92E-05,W
2S37,7318.55,2.1,7318.53,,,5.89,,,169.7792869,,,0.000135422,W
4T25,7336,9,7343.4,,,4.318,,,231.5886985,,,9.96E-05,50
14S9,7345,0.8,7354.08,2.13,0.15,1.892,469.4835681,33.0622231,528.5412262,4.91E-05,3.46E-06,4.37E-05,WT
20S2,7360,3.5,7357.09,1.73,0.35,1.94,578.0346821,116.9434328,515.4639175,4.00E-05,8.09E-06,4.48E-05,ss
0S69,7361,7,7350.47,,,7.875,,,126.984127,,,0.000181851,S           7 T7                  7667.63                 4.741
2T35,7362,4,7367.85,,,4.865,,,205.5498458,,,0.000112609,WT
1T45,7362.5,4.5,7366.83,,,6.773,,,147.6450613,,,0.000156751,WT
4S32,7369.39,1.6,7374.98,,,3.992,,,250.501002,,,9.25E-05,W
9S17,7398.33,3,7403.56,,,3.675,,,272.1088435,,,8.55E-05,WT
11S13,7411.5,4,7417.49,,,2.379,,,420.3446826,,,5.54E-05,WT
6S24,7412.49,2.1,7413.13,,,3.534,,,282.9654782,,,8.23E-05,W
7S22,7418.73,2,7419.4,,,4.127,,,242.3067604,,,9.62E-05,W
10S16,7420.12,1.6,7422.64,,,3.038,,,329.1639236,,,7.08E-05,W
8S0,7429,1,7424.13,0.98,0.12,1.174,1020.408163,124.9479384,851.7887564,2.29E-05,2.80E-06,2.74E-05,WT
3T30,7439,4.5,7443.36,,,4.567,,,218.9621196,,,0.000106795,WT
12S12,7449.5,1,7455.08,,,1.754,,,570.1254276,,,4.11E-05,W
0S70,7455,7,7442.86,,,7.911,,,126.4062698,,,0.000184978,S          15 S9   7768.00 ± 3.50 7771.75                4.008
5S28,7455.36,2.1,7457.18,,,3.939,,,253.871541,,,9.23E-05,W
16S7,7471.5,1,7474.14,1.45,0.12,1.25,689.6551724,57.07491082,800,3.40E-05,2.82E-06,2.94E-05,WT
2S38,7473,1.8,7471.21,,,5.931,,,168.6056314,,,0.000139209,W
1T46,7483.5,4,7483.78,,,6.813,,,146.7782181,,,0.00016018,WT
2T36,7505,5,7515.28,,,4.894,,,204.3318349,,,0.000115547,WT
0T63,7511,3,7504.52,,,7.576,,,131.9957761,,,0.000178613,T          22 S1   7822.40 ± 0.50 7819.54   0.95 ± .05    1.304 WT
4T26,7512,5,7521.46,,,4.322,,,231.3743637,,,0.000102126,WT
4S33,7536.51,1.9,7539.19,,,4.025,,,248.447205,,,9.53E-05,W
9S18,7541.47,4,7552.78,,,3.907,,,255.9508574,,,9.27E-05,W
0S71,7548,7,7535.33,,,7.946,,,125.849484,,,0.000188105,S          4 T28   7863.00 ± 8.00 7871.66                4.331 WT
6S25,7588.13,2.1,7587.27,,,3.64,,,274.7252747,,,8.68E-05,W
7S23,7593.92,1.7,7597.2,,,4.073,,,245.5192733,,,9.72E-05,W
1T47,7597,5,7600.31,,,6.851,,,145.9640928,,,0.000163582,50
3T31,7600,5,7604.42,,,4.569,,,218.8662727,,,0.000109153,50
5S29,7616.88,2.5,7619.01,,,3.987,,,250.8151492,,,9.54E-05,W
0T64,7621,3,7614.33,,,7.569,,,132.1178491,,,0.000181059,T          2 T39   7943.50 ± 3.00 7952.75                4.990 WT
2S39,7623.39,2.7,7623.02,,,5.97,,,167.5041876,,,0.000142972,W
14S10,7624,4,7635.75,,,2.574,,,388.5003885,,,6.17E-05,WT
0S72,7642,7,7627.87,,,7.979,,,125.3289886,,,0.000191206,S          1 S50                  7974.10                7.363
2T37,7653,3,7661.93,,,4.924,,,203.0869212,,,0.000118524,WT
10S17,7673.49,1.4,7676.89,,,2.58,,,387.5968992,,,6.22E-05,W
11S14,7679,3.5,7686.8,,,2.504,,,399.3610224,,,6.05E-05,WT
9S19,7689.69,4.5,7698.29,,,4.03,,,248.1389578,,,9.75E-05,WT
4T27,7694,7,7697.46,,,4.326,,,231.1604253,,,0.000104613,WT
4S34,7700.08,1.9,7702.48,,,4.062,,,246.1841457,,,9.83E-05,W
0T65,7731,3,7724.15,,,7.563,,,132.222663,,,0.000183525,T
0S73,7736,7,7720.47,,,8.012,,,124.8127808,,,0.000194328,S
6S26,7756.13,2.1,7757.89,,,3.733,,,267.8810608,,,9.10E-05,W
3T32,7757.5,4.5,7764.94,,,4.572,,,218.7226597,,,0.000111531,WT
12S13,7767.92,0.7,7777,,,1.758,,,568.8282139,,,4.30E-05,W
